country_code,country,year,cambio_lcu_usd,classe_trabalhadora,desemprego_pct,esperanca_de_vida,pib_per_capita_usd,populacao,usd_to_eur_master,pib_per_capita_eur,pop_abs_var,pib_pc_eur_abs_var,desemprego_abs_var,esperanca_de_vida_abs_var,pop_pc_crescimento,pib_pc_eur_crescimento,desemprego_absoluto,pib_crescimento_med_25y
HUN,Hungary,2010,207.944166666667,4434705.0,11.172,74.2073170731707,13189.8433874768,10000023.0,0.754308990105961,9949.217445263412,-22627.0,592.0711455747769,1.1420000000000012,0.3024390243901962,-0.225758656642705,6.327475563724794,495445.0,7.800039711778067
HUN,Hungary,2011,201.055,4449987.0,11.029,74.8585365853659,14211.460557822,9971727.0,0.718413898653317,10209.710784902745,-28296.0,260.4933396393335,-0.14300000000000068,0.6512195121951976,-0.2829593491935012,2.618229434349617,490789.0,7.368222188659029
HUN,Hungary,2012,225.104166666667,4485535.0,11.003,75.0634146341463,12950.1594488143,9920362.0,0.778338120416812,10079.602764488141,-51365.0,-130.10802041460374,-0.0259999999999998,0.20487804878040095,-0.5151063602122252,-1.2743555929811134,493543.0,6.703408513148249
HUN,Hungary,2013,223.695,4520977.0,10.177,75.5658536585366,13739.4620151401,9872734.0,0.752945122701996,10345.060912849076,-47628.0,265.4581483609345,-0.8260000000000005,0.5024390243902985,-0.4801034478378874,2.633617162932067,460100.0,6.412709130989951
HUN,Hungary,2014,232.601666666667,4626892.0,7.725,75.7634146341463,14352.501883174,9833038.0,0.752728196932603,10803.532863993354,-39696.0,458.47195114427814,-2.452,0.19756097560970431,-0.4020770740911228,4.431795568983388,357427.0,6.28064822685618
HUN,Hungary,2015,279.3325,4709412.0,6.813,75.5682926829269,12782.9412577973,9797755.0,0.901296423367096,11521.219235764394,-35283.0,717.6863717710403,-0.9119999999999999,-0.1951219512194058,-0.3588209462833336,6.643071121327249,320852.0,6.303299657760621
HUN,Hungary,2016,281.523333333333,4780556.0,5.115,76.0634146341464,13215.8605277789,9759755.0,0.903421436257263,11939.491699381682,-38000.0,418.27246361728794,-1.6979999999999995,0.4951219512195024,-0.3878439499660935,3.6304531235624715,244525.0,6.146073391043083
HUN,Hungary,2017,274.433333333333,4807691.0,4.156,75.8170731707317,14736.1668157258,9726756.0,0.885205508269372,13044.53603605681,-32999.0,1105.0443366751279,-0.9590000000000005,-0.24634146341469432,-0.3381129956643414,9.255371706756632,199808.0,6.3188121863605025
HUN,Hungary,2018,270.211666666667,4835700.0,3.667,76.0658536585366,16605.0570511887,9706964.0,0.846772667108111,14060.708446717403,-19792.0,1016.1724106605925,-0.4889999999999999,0.24878048780489337,-0.20347996803867785,7.790023407898583,177325.0,6.3962443559151385
HUN,Hungary,2019,290.66,4843975.0,3.411,76.3195121951219,17012.8598553199,9694824.0,0.893276257067409,15197.183773572542,-12140.0,1136.4753268551394,-0.2559999999999998,0.2536585365853057,-0.12506485034867731,8.082632046328087,165228.0,6.480563740435786
HUN,Hungary,2020,307.996666666667,4829178.0,4.248,75.419512195122,16386.9308821258,9670419.0,0.875506396987998,14346.862814301314,-24405.0,-850.3209592712283,0.8370000000000002,-0.8999999999999062,-0.2517322645568365,-5.595253514996057,205143.0,5.90552482351046
HUN,Hungary,2021,303.140833333333,4864077.0,4.021,74.0658536585366,19030.628130329,9630932.0,0.84549413889045,16090.284543596894,-39487.0,1743.42172929558,-0.2270000000000003,-1.3536585365853995,-0.40832770534554585,12.151936990417811,195585.0,6.189452649278976
HUN,Hungary,2022,372.595833333333,4912669.0,3.583,75.8682926829268,18428.028825614,9605074.0,0.949623753156941,17499.693896663863,-25858.0,1409.4093530669688,-0.4379999999999997,1.8024390243902104,-0.268489072500977,8.759381161023905,176021.0,6.301188671528756
HUN,Hungary,2023,353.088333333333,4971665.0,4.096,76.7707317073171,22230.6277875187,9592186.0,0.924839558470698,20559.763987535225,-12888.0,3060.0700908713625,0.5129999999999999,0.90243902439029,-0.13417908076501783,17.486420670790892,203639.0,6.767240004831344
IRL,Ireland,1999,0.938283072395283,1863306.0,5.804,76.0829268292683,26338.1077543817,3754786.0,0.938283072395283,24712.60066485929,,,,,,,108146.0,
IRL,Ireland,2000,1.08270508132602,1915533.0,4.318,76.5365853658537,26334.5672050501,3805174.0,1.08270508132602,28512.56972742931,50388.0,3799.9690625700205,-1.4860000000000007,0.4536585365853938,1.3419672918776104,15.376645761016494,82713.0,15.376645761016494
